,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound, Robust","Upper bound, Robust",y Train Avg,y Test Avg
0,-25.0,-5.408050295866782,5.520024658597298,1.9707101115980177,-0.011057896116454627,6.6240592090164,6.331740687315346e-17,5.898059818321144e-17
1,-19.444444444444443,-5.408050295866782,2.8291993681931062,-0.5397797698521486,-5.132945927739529,4.028758134456028,6.331740687315346e-17,5.898059818321144e-17
2,-13.88888888888889,-5.408050295866782,0.25007966127268055,-2.479210448842365,,1.5733534741007964,6.331740687315346e-17,5.898059818321144e-17
3,-8.333333333333336,-5.408050295866782,-2.009135950231837,-3.136189956596527,,-0.6429996093784258,6.331740687315346e-17,5.898059818321144e-17
4,-2.7777777777777786,-5.408050295866782,-3.7416633750970125,-4.042514192764496,,-2.532662314229678,6.331740687315346e-17,5.898059818321144e-17
5,2.7777777777777786,-5.408050295866782,-4.754322458203286,-4.829233684619669,,-4.005381217140138,6.331740687315346e-17,5.898059818321144e-17
6,8.333333333333329,-5.408050295866782,-5.17087035389329,-5.1770044895621,,-5.045603012498815,6.331740687315346e-17,5.898059818321144e-17
7,13.888888888888886,-5.408050295866782,-5.3431743901327575,-5.34273565981203,,-5.711938316183182,6.331740687315346e-17,5.898059818321144e-17
8,19.444444444444443,-5.408050295866782,-5.317678846464164,-5.32105683904582,,-6.101275946653898,6.331740687315346e-17,5.898059818321144e-17
9,25.0,-5.408050295866782,-5.370957194776893,-5.372705193130798,,-6.346734465379884,6.331740687315346e-17,5.898059818321144e-17
