,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound, Robust","Upper bound, Robust",y Train Avg,y Test Avg
0,-25.0,-8.805656823417321,5.515200438501717,1.8187496258253721,0.13373790556229764,6.5312565831120795,-7.806255641895632e-18,-1.3877787807814457e-17
1,-19.444444444444443,-8.805656823417321,2.737335866938561,-0.9181511851762179,-4.799589960785584,3.856429226211853,-7.806255641895632e-18,-1.3877787807814457e-17
2,-13.88888888888889,-8.805656823417321,-0.013039572117314754,-3.2516299087262768,-18.764283777705465,1.2919103951518365,-7.806255641895632e-18,-1.3877787807814457e-17
3,-8.333333333333336,-8.805656823417321,-2.6961249069802475,-4.316602477404752,,-1.136395929316233,-7.806255641895632e-18,-1.3877787807814457e-17
4,-2.7777777777777786,-8.805656823417321,-5.1505080562569825,-5.729399973446203,,-3.2959160357353428,-7.806255641895632e-18,-1.3877787807814457e-17
5,2.7777777777777786,-8.805656823417321,-7.081309042880556,-7.263333759115995,,-5.183516984053255,-7.806255641895632e-18,-1.3877787807814457e-17
6,8.333333333333329,-8.805656823417321,-8.058905962380633,-8.090426370584963,,-6.502720672582889,-7.806255641895632e-18,-1.3877787807814457e-17
7,13.888888888888886,-8.805656823417321,-8.434535686852852,-8.444639620410484,,-7.454091227644702,-7.806255641895632e-18,-1.3877787807814457e-17
8,19.444444444444443,-8.805656823417321,-8.614062435648272,-8.615067404888135,,-8.06611211769062,-7.806255641895632e-18,-1.3877787807814457e-17
9,25.0,-8.805656823417321,-8.808852390023914,-8.815330145846827,,-8.600675186579942,-7.806255641895632e-18,-1.3877787807814457e-17
