,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound, Robust","Upper bound, Robust",y Train Avg,y Test Avg
0,-25.0,-2.1070020577542343,5.540088716862249,2.1637770153285683,-2.7087303079474028,6.8133539658370506,-4.155991499508495e-05,-0.0003740460424754878
1,-19.444444444444443,-2.1070020577542343,2.938400733366518,0.042903342799567146,,4.358626895721124,-4.155991499508495e-05,-0.0003740460424754878
2,-13.88888888888889,-2.1070020577542343,0.6631242293499163,-1.1051022025500121,,2.1579859206728806,-4.155991499508495e-05,-0.0003740460424754878
3,-8.333333333333336,-2.1070020577542343,-0.9565518170186283,-1.3829057797890052,,0.2950650043897813,-4.155991499508495e-05,-0.0003740460424754878
4,-2.7777777777777786,-2.1070020577542343,-1.6895016249526282,-1.7549354947200846,,-1.1839632758041247,-4.155991499508495e-05,-0.0003740460424754878
5,2.7777777777777786,-2.1070020577542343,-2.0544898423363995,-2.063946100648279,,-2.1832762458495276,-4.155991499508495e-05,-0.0003740460424754878
6,8.333333333333329,-2.1070020577542343,-2.059330976922452,-2.055691268942084,,-2.854173088632473,-4.155991499508495e-05,-0.0003740460424754878
7,13.888888888888886,-2.1070020577542343,-2.118366279135652,-2.1155394097300873,,-3.2431293138488417,-4.155991499508495e-05,-0.0003740460424754878
8,19.444444444444443,-2.1070020577542343,-2.0103322483490196,-2.0130439191856184,,-3.536046054404125,-4.155991499508495e-05,-0.0003740460424754878
9,25.0,-2.1070020577542343,-2.1256919305088937,-2.121571088108007,,-3.618730704900746,-4.155991499508495e-05,-0.0003740460424754878
