,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-25.0,17.636188526463698,30.298807000226216,28.804827231575988
1,-19.444444444444443,17.636188526463698,27.746727522570936,26.07739081410174
2,-13.88888888888889,17.636188526463698,25.201353845011887,23.412064284892736
3,-8.333333333333336,17.636188526463698,22.449274933686517,20.95899279548724
4,-2.7777777777777786,17.636188526463698,20.133310562024207,19.15191537783187
5,2.7777777777777786,17.636188526463698,18.781997421240227,18.219705483156606
6,8.333333333333329,17.636188526463698,18.051298688354674,17.832112765620916
7,13.888888888888886,17.636188526463698,17.83323047999112,17.792163895885803
8,19.444444444444443,17.636188526463698,17.673675086114642,17.658911477276447
9,25.0,17.636188526463698,17.77802916289776,17.677420490993164
