,SNR,"GradBoost, Noiseless","GradBoost, Non-Robust","GradBoost, Robust"
0,-3.0,-3.7579854116158335,8.409613001986244,-0.5167027482033775
1,-1.5555555555555556,-3.7579854116158335,7.699188109303853,-0.7222701475833421
2,-0.11111111111111116,-3.7579854116158335,6.969458810972937,-0.8732349630680113
3,1.333333333333333,-3.7579854116158335,6.244534387325839,-0.9812766783051459
4,2.7777777777777777,-3.7579854116158335,5.531701235415813,-1.1012389101373248
5,4.222222222222222,-3.7579854116158335,4.847673936416009,-1.178030989518504
6,5.666666666666666,-3.7579854116158335,4.130634558112711,-1.2660975590359067
7,7.111111111111111,-3.7579854116158335,3.4220663630834345,-1.3588628242886482
8,8.555555555555555,-3.7579854116158335,2.7467181409145676,-1.5031502385155857
9,10.0,-3.7579854116158335,2.0464467505929163,-1.6249261625986549
