,SNR,"GradBoost, Noiseless","GradBoost, Non-Robust","GradBoost, Robust"
0,-25.0,-1.5619412745774368,17.387084395173314,12.806922554799948
1,-19.444444444444443,-1.5619412745774368,14.338701658651136,10.39912083137127
2,-13.88888888888889,-1.5619412745774368,11.873349299372533,7.625742293687452
3,-8.333333333333336,-1.5619412745774368,8.924719938652085,5.241382122618341
4,-2.7777777777777786,-1.5619412745774368,6.41503062435704,2.466970473317526
5,2.7777777777777786,-1.5619412745774368,3.477071971160427,0.42441778372344297
6,8.333333333333329,-1.5619412745774368,1.2743379745335717,-0.7630894286484979
7,13.888888888888886,-1.5619412745774368,-0.224471474208959,-1.4475939837137506
8,19.444444444444443,-1.5619412745774368,-1.1625907369552881,-1.5870546347436167
9,25.0,-1.5619412745774368,-1.5517691182482685,-1.7160544422345072
