,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-25.0,-14.671924459432653,-0.182674128777572,-6.785644348954721
1,-19.444444444444443,-14.671924459432653,-2.9702300368738337,-7.0368550129429055
2,-13.88888888888889,-14.671924459432653,-5.627842278750158,-7.685470620037965
3,-8.333333333333336,-14.671924459432653,-8.449772573978723,-8.998073445134755
4,-2.7777777777777786,-14.671924459432653,-10.81605272140756,-10.896988551398469
5,2.7777777777777786,-14.671924459432653,-12.780303288732085,-12.78269692024631
6,8.333333333333329,-14.671924459432653,-14.135906648420802,-14.205215414605053
7,13.888888888888886,-14.671924459432653,-14.818133006469246,-14.919355694734776
8,19.444444444444443,-14.671924459432653,-14.824330098030849,-14.911909695797332
9,25.0,-14.671924459432653,-14.55429512100814,-14.756957619768315
