,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-25.0,-14.826342507224101,-0.26420724817586794,-3.8463971663006156
1,-20.0,-14.826342507224101,-2.7655101019621497,-6.305456987270077
2,-15.0,-14.826342507224101,-5.258064926673066,-8.649624034412115
3,-10.0,-14.826342507224101,-7.644661948276481,-10.71821736514029
4,-5.0,-14.826342507224101,-9.921933489240248,-12.41513541801159
5,0.0,-14.826342507224101,-11.937326948384113,-13.581130921542012
6,5.0,-14.826342507224101,-13.322669217491258,-14.050356326027302
7,10.0,-14.826342507224101,-14.250902120456333,-14.34564982139268
8,15.0,-14.826342507224101,-14.668898970802339,-14.531935814500226
9,20.0,-14.826342507224101,-14.845428877032475,-14.579971819779594
