,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound (CLN), Robust","Lower bound (FLD), Robust","Upper bound (BEM), Robust","Upper bound (GEM), Robust",y Train Avg,y Test Avg
0,-3.0,-0.786929221759743,1.8078816082957447,-0.5711512922042454,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
1,-1.5555555555555556,-0.786929221759743,1.3313364998122037,-0.6135350001922661,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
2,-0.11111111111111116,-0.786929221759743,0.8998385554375736,-0.6576411890101941,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
3,1.333333333333333,-0.786929221759743,0.5455647118659016,-0.6844113181478689,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
4,2.7777777777777777,-0.786929221759743,0.25389536581600813,-0.7126917362501152,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
5,4.222222222222222,-0.786929221759743,0.007937685990134509,-0.7293802424116238,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
6,5.666666666666666,-0.786929221759743,-0.19605634623328422,-0.7471709879141303,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
7,7.111111111111111,-0.786929221759743,-0.34149803225811726,-0.762083792475078,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
8,8.555555555555555,-0.786929221759743,-0.46594510134455064,-0.7721604721394768,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
9,10.0,-0.786929221759743,-0.5531434404012927,-0.7809966495274374,0.0,0.0,0.0,0.0,-1.139458649876471,-1.139458649876471
