,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust","Lower bound (CLN), Robust","Lower bound (FLD), Robust","Upper bound (BEM), Robust","Upper bound (GEM), Robust",y Train Avg,y Test Avg
0,-3.0,-1.266826433608442,1.3721231934005815,-1.0368324675967773,0.0,0.0,0.0,0.0,-0.6902301647527763,-0.6902340125978981
1,-1.5555555555555556,-1.266826433608442,0.9284845245078595,-1.0834403961293744,0.0,0.0,0.0,0.0,-0.6902301647527763,-0.6902340125978981
2,-0.11111111111111116,-1.266826433608442,0.5136783159832875,-1.115495653610865,0.0,0.0,0.0,0.0,-0.6902301647527763,-0.6902340125978981
3,1.333333333333333,-1.266826433608442,0.19248421340377703,-1.1469527220335165,0.0,0.0,0.0,0.0,-0.6902301647527763,-0.6902340125978981
4,2.7777777777777777,-1.266826433608442,-0.05454202768230189,-1.1609235014364807,0.0,0.0,0.0,0.0,-0.6902301647527763,-0.6902340125978981
5,4.222222222222222,-1.266826433608442,-0.2934468962979263,-1.1690273319472215,0.0,0.0,0.0,0.0,-0.6902301647527763,-0.6902340125978981
6,5.666666666666666,-1.266826433608442,-0.4560609036799423,-1.1703944506123245,0.0,0.0,0.0,0.0,-0.6902301647527763,-0.6902340125978981
7,7.111111111111111,-1.266826433608442,-0.5742360137908034,-1.1771431965132328,0.0,0.0,0.0,0.0,-0.6902301647527763,-0.6902340125978981
8,8.555555555555555,-1.266826433608442,-0.6852775409354086,-1.1646796116209788,0.0,0.0,0.0,0.0,-0.6902301647527763,-0.6902340125978981
9,10.0,-1.266826433608442,-0.7766034450140346,-1.1489328378964623,0.0,0.0,0.0,0.0,-0.6902301647527763,-0.6902340125978981
