,SNR,"Bagging, Noiseless","Bagging, Non-Robust","Bagging, Robust"
0,-25.0,-17.86308111401501,2.9457722671655864,-0.6321881944380486
1,-20.0,-17.86308111401501,0.45526767769718,-3.134755395304216
2,-15.0,-17.86308111401501,-2.0624171803982843,-5.626350713331282
3,-10.0,-17.86308111401501,-4.53957411583393,-8.134749397889498
4,-5.0,-17.86308111401501,-7.010226294366772,-10.574845479501104
5,0.0,-17.86308111401501,-9.486981187814429,-12.849803039329206
6,5.0,-17.86308111401501,-11.898286948475507,-14.856799670327606
7,10.0,-17.86308111401501,-14.029833413734465,-16.24324493065759
8,15.0,-17.86308111401501,-15.731288943441088,-17.090453091831932
9,20.0,-17.86308111401501,-16.902088577102525,-17.4682711209248
